Body Type,Event Type,Preferred Colors,Season,Fabric Type,Gender,Price Range,Occasion Suitability Score,Style Category
Rectangle,Formal,['White'],Winter,Denim,Male,Mid-range,9.7,Formal
Rectangle,Wedding,"['Green', 'Red']",Summer,Polyester,Male,Mid-range,2.9,Streetwear
Rectangle,Formal,['Black'],Winter,Wool,Unisex,Mid-range,2.7,Glam
Oval,Casual,"['Gold', 'Black']",Summer,Cotton,Male,Budget,2.8,Bohemian
Rectangle,Formal,"['Silver', 'Neutral']",Spring,Cotton,Female,Luxury,5.2,Glam
Rectangle,Casual,['Black'],Fall,Cotton,Unisex,Mid-range,5.6,Bohemian
Hourglass,Business,"['Red', 'Neutral']",Spring,Cotton,Female,Budget,1.6,Bohemian
Inverted Triangle,Casual,"['Green', 'Red', 'Blue']",Summer,Cotton,Unisex,Mid-range,7.2,Streetwear
Hourglass,Casual,"['White', 'Blue', 'Black']",Summer,Cotton,Male,Mid-range,9.3,Bohemian
Rectangle,Casual,['Red'],Spring,Polyester,Male,Mid-range,3.4,Glam
Rectangle,Party,['Black'],Summer,Silk,Male,Mid-range,3.2,Business Casual
Inverted Triangle,Formal,"['Green', 'Silver']",Spring,Silk,Male,Mid-range,5.0,Business Casual
Hourglass,Casual,"['White', 'Silver']",Summer,Cotton,Female,Budget,4.9,Glam
Hourglass,Casual,"['Red', 'Neutral', 'Green']",Fall,Cotton,Female,Budget,5.4,Glam
Pear,Business,['Neutral'],Fall,Cotton,Unisex,Budget,9.0,Formal
Inverted Triangle,Formal,"['Green', 'Neutral']",Spring,Polyester,Male,Mid-range,1.4,Formal
Rectangle,Formal,"['Neutral', 'Silver', 'Red']",Winter,Wool,Female,Luxury,4.6,Glam
Hourglass,Casual,['Green'],Summer,Cotton,Male,Mid-range,6.3,Formal
Oval,Formal,"['Silver', 'Neutral']",Winter,Wool,Unisex,Mid-range,9.0,Formal
Hourglass,Casual,"['Silver', 'Green']",Winter,Wool,Unisex,Budget,7.1,Glam
Oval,Wedding,['White'],Spring,Silk,Female,Mid-range,2.2,Bohemian
Rectangle,Casual,['Neutral'],Spring,Cotton,Male,Luxury,9.1,Business Casual
Hourglass,Formal,"['Green', 'Gold', 'Silver']",Fall,Cotton,Unisex,Luxury,2.2,Business Casual
Hourglass,Casual,"['Green', 'Black']",Fall,Polyester,Female,Luxury,5.6,Bohemian
Rectangle,Business,"['Green', 'Silver', 'White']",Summer,Cotton,Female,Luxury,7.1,Formal
Pear,Party,['Gold'],Winter,Wool,Unisex,Luxury,3.9,Formal
Hourglass,Formal,['White'],Fall,Polyester,Unisex,Budget,1.7,Formal
Hourglass,Casual,"['Black', 'Green']",Winter,Wool,Male,Budget,9.8,Glam
Rectangle,Wedding,['Black'],Winter,Wool,Unisex,Luxury,3.3,Glam
Pear,Casual,"['Neutral', 'Green']",Fall,Silk,Male,Budget,2.1,Glam
Inverted Triangle,Casual,"['Neutral', 'Silver', 'Red']",Winter,Wool,Unisex,Budget,2.6,Bohemian
Inverted Triangle,Party,"['Green', 'White', 'Silver']",Winter,Wool,Unisex,Mid-range,5.8,Streetwear
Oval,Casual,['White'],Spring,Silk,Female,Mid-range,6.0,Bohemian
Inverted Triangle,Party,"['White', 'Black']",Spring,Polyester,Unisex,Mid-range,7.4,Bohemian
Pear,Party,['Black'],Spring,Silk,Female,Mid-range,7.0,Formal
Oval,Casual,"['Neutral', 'Blue', 'Red']",Fall,Cotton,Male,Mid-range,7.1,Bohemian
Inverted Triangle,Party,['Silver'],Winter,Wool,Male,Luxury,1.7,Bohemian
Oval,Business,"['Red', 'Gold', 'Neutral']",Summer,Polyester,Male,Mid-range,8.0,Streetwear
Pear,Business,"['White', 'Silver', 'Red']",Fall,Silk,Unisex,Mid-range,4.9,Streetwear
Hourglass,Party,['White'],Fall,Cotton,Male,Budget,4.9,Glam
Oval,Wedding,['Blue'],Spring,Silk,Male,Budget,6.9,Bohemian
Rectangle,Party,"['Gold', 'Blue', 'Neutral']",Fall,Cotton,Female,Luxury,7.1,Glam
Hourglass,Formal,"['Neutral', 'Silver']",Summer,Polyester,Male,Mid-range,8.3,Business Casual
Oval,Wedding,"['Green', 'Red', 'Neutral']",Fall,Polyester,Unisex,Luxury,5.7,Formal
Hourglass,Formal,"['Blue', 'Gold', 'White']",Winter,Denim,Male,Luxury,9.2,Formal
Inverted Triangle,Casual,['Green'],Winter,Denim,Female,Luxury,3.8,Bohemian
Inverted Triangle,Casual,"['Neutral', 'Black']",Fall,Cotton,Female,Mid-range,1.2,Bohemian
Hourglass,Formal,"['Neutral', 'Green']",Fall,Cotton,Male,Mid-range,3.9,Formal
Pear,Business,['Gold'],Winter,Denim,Unisex,Budget,3.2,Streetwear
Inverted Triangle,Formal,"['White', 'Black']",Winter,Denim,Male,Mid-range,1.5,Formal
Pear,Business,"['Red', 'Silver', 'Blue']",Spring,Cotton,Male,Mid-range,6.6,Streetwear
Oval,Formal,"['Red', 'White', 'Silver']",Winter,Polyester,Female,Mid-range,5.9,Glam
Inverted Triangle,Formal,"['Black', 'Silver', 'Neutral']",Winter,Denim,Male,Luxury,4.6,Formal
Pear,Formal,['Blue'],Summer,Silk,Female,Mid-range,4.4,Formal
Pear,Business,['Neutral'],Fall,Silk,Unisex,Budget,7.8,Glam
Oval,Party,['Red'],Summer,Silk,Male,Mid-range,3.1,Business Casual
Hourglass,Wedding,"['Black', 'Silver', 'Gold']",Winter,Wool,Male,Budget,9.4,Business Casual
Hourglass,Formal,"['Neutral', 'Gold', 'White']",Spring,Cotton,Female,Luxury,3.4,Formal
Rectangle,Party,['Red'],Winter,Wool,Male,Budget,7.8,Streetwear
Hourglass,Casual,['White'],Summer,Silk,Unisex,Luxury,4.9,Glam
Pear,Casual,"['Neutral', 'Silver']",Spring,Silk,Male,Luxury,5.9,Bohemian
Pear,Business,"['Blue', 'Red']",Spring,Polyester,Unisex,Luxury,1.7,Bohemian
Rectangle,Party,['White'],Winter,Polyester,Unisex,Luxury,1.9,Business Casual
Inverted Triangle,Business,"['Gold', 'Blue', 'Green']",Summer,Polyester,Unisex,Luxury,8.8,Glam
Rectangle,Formal,['Black'],Winter,Polyester,Unisex,Luxury,7.5,Glam
Hourglass,Business,"['White', 'Blue', 'Red']",Fall,Silk,Unisex,Mid-range,6.6,Bohemian
Inverted Triangle,Casual,['Neutral'],Winter,Wool,Female,Mid-range,7.7,Business Casual
Inverted Triangle,Casual,"['Neutral', 'Blue']",Fall,Cotton,Male,Budget,2.0,Bohemian
Inverted Triangle,Wedding,['White'],Fall,Polyester,Female,Mid-range,1.1,Glam
Rectangle,Casual,['Silver'],Spring,Silk,Unisex,Luxury,2.2,Business Casual
Hourglass,Party,"['Silver', 'Blue', 'Black']",Fall,Silk,Unisex,Mid-range,2.4,Bohemian
Pear,Formal,['Blue'],Fall,Polyester,Unisex,Luxury,7.5,Formal
Rectangle,Casual,"['Gold', 'White']",Winter,Polyester,Unisex,Luxury,1.8,Glam
Inverted Triangle,Business,['Gold'],Winter,Wool,Male,Budget,2.2,Glam
Hourglass,Party,['Neutral'],Winter,Denim,Unisex,Budget,8.7,Glam
Pear,Casual,['Gold'],Winter,Wool,Unisex,Budget,2.4,Glam
Hourglass,Casual,['Black'],Spring,Cotton,Female,Budget,3.2,Formal
Inverted Triangle,Casual,"['Silver', 'Black']",Summer,Cotton,Male,Budget,4.9,Streetwear
Rectangle,Party,"['Green', 'Gold', 'Silver']",Spring,Polyester,Male,Luxury,7.9,Business Casual
Inverted Triangle,Casual,['Green'],Winter,Denim,Unisex,Luxury,5.0,Glam
Inverted Triangle,Business,['Black'],Fall,Cotton,Male,Mid-range,7.2,Streetwear
Rectangle,Casual,['Silver'],Fall,Cotton,Female,Mid-range,8.4,Bohemian
Inverted Triangle,Casual,['Green'],Spring,Cotton,Female,Luxury,9.2,Formal
Hourglass,Party,"['Silver', 'Neutral']",Summer,Cotton,Female,Mid-range,7.5,Glam
Oval,Casual,['Black'],Summer,Polyester,Female,Budget,1.5,Formal
Pear,Business,['Silver'],Fall,Cotton,Male,Budget,4.4,Bohemian
Rectangle,Casual,"['White', 'Silver']",Spring,Polyester,Female,Budget,5.7,Streetwear
Pear,Casual,['Silver'],Fall,Polyester,Female,Luxury,9.7,Streetwear
Oval,Business,"['Red', 'Blue', 'Silver']",Summer,Cotton,Female,Budget,8.3,Bohemian
Inverted Triangle,Formal,"['Neutral', 'White']",Spring,Silk,Female,Luxury,4.7,Glam
Oval,Wedding,"['Blue', 'Neutral']",Winter,Denim,Unisex,Luxury,4.2,Business Casual
Hourglass,Casual,['Gold'],Winter,Denim,Female,Budget,4.3,Formal
Inverted Triangle,Formal,"['Neutral', 'Gold']",Winter,Wool,Female,Luxury,6.4,Formal
Rectangle,Casual,['Black'],Spring,Cotton,Male,Budget,5.0,Glam
Inverted Triangle,Casual,"['White', 'Black', 'Green']",Fall,Cotton,Female,Mid-range,5.5,Business Casual
Rectangle,Formal,['Black'],Winter,Wool,Unisex,Mid-range,9.0,Formal
Pear,Formal,['Gold'],Summer,Silk,Unisex,Mid-range,1.8,Business Casual
Pear,Casual,['White'],Summer,Polyester,Male,Budget,9.7,Glam
Hourglass,Formal,"['Silver', 'Gold']",Winter,Wool,Female,Luxury,2.4,Formal
Inverted Triangle,Wedding,['Red'],Summer,Polyester,Unisex,Luxury,3.7,Streetwear
Inverted Triangle,Party,['Silver'],Spring,Cotton,Female,Luxury,8.1,Glam
Hourglass,Casual,"['Silver', 'Blue', 'Red']",Spring,Silk,Male,Budget,4.9,Streetwear
Pear,Business,['Gold'],Fall,Silk,Male,Budget,9.8,Business Casual
Hourglass,Casual,"['Neutral', 'Blue']",Summer,Cotton,Unisex,Budget,9.4,Business Casual
Rectangle,Formal,['Black'],Spring,Cotton,Unisex,Budget,2.2,Business Casual
Oval,Party,"['Red', 'White']",Spring,Silk,Female,Mid-range,6.3,Streetwear
Pear,Business,"['Silver', 'Red', 'Blue']",Summer,Silk,Male,Budget,6.6,Glam
Oval,Casual,['Gold'],Fall,Polyester,Female,Budget,5.3,Formal
Pear,Party,['Green'],Summer,Polyester,Unisex,Budget,5.1,Bohemian
Oval,Business,"['Blue', 'Silver', 'Red']",Summer,Silk,Female,Mid-range,8.0,Streetwear
Inverted Triangle,Business,"['Neutral', 'Blue', 'Black']",Fall,Cotton,Female,Budget,4.0,Bohemian
Inverted Triangle,Casual,['Black'],Spring,Cotton,Male,Budget,3.5,Streetwear
Oval,Wedding,"['Gold', 'White']",Summer,Silk,Unisex,Luxury,7.5,Streetwear
Rectangle,Formal,['Blue'],Winter,Wool,Male,Budget,9.2,Formal
Inverted Triangle,Wedding,"['Gold', 'Red', 'Neutral']",Winter,Wool,Male,Luxury,9.2,Streetwear
Hourglass,Party,"['Green', 'Red']",Summer,Polyester,Unisex,Mid-range,3.5,Glam
Rectangle,Business,"['White', 'Black']",Spring,Cotton,Unisex,Mid-range,1.3,Bohemian
Inverted Triangle,Casual,['Gold'],Summer,Cotton,Male,Luxury,6.4,Bohemian
Inverted Triangle,Formal,"['Gold', 'Green', 'White']",Winter,Polyester,Female,Mid-range,1.0,Glam
Inverted Triangle,Party,"['Neutral', 'Red']",Spring,Cotton,Unisex,Mid-range,2.4,Formal
Rectangle,Casual,"['White', 'Silver']",Winter,Denim,Unisex,Budget,1.1,Bohemian
Oval,Business,['White'],Summer,Cotton,Unisex,Budget,1.8,Glam
Oval,Formal,"['Gold', 'Silver']",Summer,Silk,Male,Budget,9.0,Formal
Pear,Party,"['Neutral', 'Red', 'Gold']",Spring,Cotton,Female,Mid-range,3.4,Formal
Hourglass,Party,"['Neutral', 'Blue']",Summer,Polyester,Female,Budget,3.0,Business Casual
Pear,Casual,"['Black', 'Red']",Fall,Cotton,Female,Mid-range,6.1,Glam
Oval,Formal,"['Green', 'Black', 'Blue']",Spring,Cotton,Male,Mid-range,7.7,Formal
Oval,Casual,"['Neutral', 'Green', 'White']",Spring,Cotton,Unisex,Mid-range,5.0,Bohemian
Oval,Casual,"['Neutral', 'Green', 'Silver']",Spring,Cotton,Male,Luxury,4.5,Business Casual
Pear,Formal,"['Black', 'Green', 'Neutral']",Spring,Cotton,Male,Luxury,1.4,Business Casual
Rectangle,Casual,['Neutral'],Summer,Polyester,Unisex,Budget,6.1,Business Casual
Hourglass,Casual,['Blue'],Summer,Cotton,Female,Luxury,7.5,Bohemian
Inverted Triangle,Party,"['Green', 'Gold', 'Neutral']",Summer,Cotton,Unisex,Mid-range,4.8,Business Casual
Pear,Party,"['White', 'Gold']",Fall,Cotton,Female,Budget,4.4,Formal
Rectangle,Business,"['White', 'Blue', 'Neutral']",Winter,Wool,Female,Luxury,8.6,Business Casual
Oval,Formal,"['Red', 'Black']",Winter,Denim,Female,Luxury,6.0,Formal
Pear,Casual,"['Gold', 'Blue', 'White']",Spring,Polyester,Unisex,Luxury,3.2,Bohemian
Pear,Formal,['Neutral'],Summer,Cotton,Male,Budget,8.5,Formal
Oval,Party,"['Neutral', 'White', 'Blue']",Fall,Cotton,Unisex,Luxury,2.4,Glam
Rectangle,Casual,"['Blue', 'White', 'Green']",Winter,Denim,Unisex,Luxury,4.3,Business Casual
Hourglass,Formal,['Gold'],Spring,Cotton,Unisex,Mid-range,6.3,Business Casual
Hourglass,Formal,"['Neutral', 'Blue', 'Black']",Summer,Cotton,Female,Luxury,8.6,Formal
Hourglass,Formal,"['Gold', 'Black']",Summer,Cotton,Unisex,Budget,5.6,Business Casual
Inverted Triangle,Party,"['White', 'Black', 'Silver']",Spring,Polyester,Unisex,Mid-range,4.7,Business Casual
Hourglass,Business,"['Green', 'White', 'Silver']",Fall,Polyester,Male,Luxury,2.8,Glam
Oval,Business,"['White', 'Green', 'Silver']",Summer,Cotton,Male,Budget,4.0,Formal
Pear,Party,['White'],Summer,Cotton,Female,Mid-range,1.3,Formal
Oval,Casual,"['Gold', 'Green', 'Red']",Winter,Wool,Female,Mid-range,6.0,Glam
Oval,Wedding,"['Black', 'Blue']",Fall,Cotton,Female,Luxury,2.7,Bohemian
Inverted Triangle,Wedding,"['Silver', 'Gold']",Winter,Polyester,Male,Budget,3.7,Streetwear
Pear,Formal,"['Neutral', 'Green', 'Blue']",Winter,Wool,Female,Budget,1.2,Formal
Oval,Casual,"['White', 'Silver', 'Neutral']",Fall,Polyester,Female,Luxury,2.5,Business Casual
Pear,Casual,"['Black', 'Green']",Summer,Cotton,Female,Budget,3.2,Bohemian
Pear,Business,"['Green', 'Red', 'Black']",Winter,Polyester,Female,Budget,9.9,Bohemian
Rectangle,Business,['Neutral'],Summer,Cotton,Female,Luxury,3.4,Glam
Hourglass,Party,"['Red', 'White']",Fall,Polyester,Male,Budget,2.2,Business Casual
Rectangle,Casual,"['Green', 'Blue']",Spring,Cotton,Male,Budget,4.2,Glam
Inverted Triangle,Formal,"['Black', 'Neutral']",Winter,Wool,Male,Luxury,1.7,Glam
Oval,Business,"['Silver', 'Green']",Fall,Silk,Unisex,Budget,9.3,Glam
Hourglass,Business,"['Black', 'Blue', 'Gold']",Summer,Polyester,Female,Luxury,9.4,Formal
Hourglass,Casual,"['Neutral', 'Silver', 'Green']",Spring,Polyester,Female,Mid-range,8.8,Business Casual
Pear,Party,"['White', 'Red']",Summer,Cotton,Female,Luxury,2.3,Bohemian
Inverted Triangle,Formal,"['Blue', 'White', 'Gold']",Summer,Cotton,Female,Mid-range,4.1,Glam
Inverted Triangle,Casual,"['White', 'Gold']",Summer,Cotton,Unisex,Budget,9.5,Bohemian
Pear,Formal,"['Neutral', 'White']",Summer,Polyester,Female,Mid-range,7.1,Formal
Hourglass,Party,['Silver'],Summer,Cotton,Unisex,Mid-range,8.2,Formal
Oval,Casual,['Neutral'],Fall,Silk,Male,Budget,5.1,Business Casual
Hourglass,Party,['Silver'],Summer,Cotton,Female,Luxury,7.4,Streetwear
Oval,Business,['Black'],Summer,Cotton,Unisex,Budget,5.1,Business Casual
Inverted Triangle,Business,"['Red', 'Green', 'Silver']",Spring,Polyester,Female,Mid-range,7.1,Business Casual
Inverted Triangle,Casual,"['White', 'Red', 'Silver']",Fall,Polyester,Female,Mid-range,6.5,Streetwear
Rectangle,Casual,"['Red', 'Gold']",Fall,Cotton,Female,Budget,7.5,Bohemian
Rectangle,Business,['Blue'],Summer,Cotton,Female,Budget,7.6,Streetwear
Rectangle,Wedding,"['Blue', 'Neutral']",Fall,Polyester,Female,Budget,6.1,Glam
Inverted Triangle,Formal,"['Red', 'Blue', 'White']",Winter,Wool,Unisex,Budget,3.5,Glam
Pear,Business,['Black'],Fall,Cotton,Unisex,Budget,2.3,Formal
Rectangle,Formal,"['Gold', 'Blue']",Spring,Silk,Unisex,Luxury,3.1,Business Casual
Oval,Formal,['Black'],Summer,Cotton,Female,Mid-range,1.9,Formal
Inverted Triangle,Business,['Blue'],Summer,Silk,Female,Mid-range,7.1,Glam
Oval,Casual,['Silver'],Fall,Cotton,Female,Budget,6.4,Streetwear
Rectangle,Casual,['Green'],Fall,Cotton,Female,Luxury,3.9,Glam
Inverted Triangle,Business,"['Red', 'Gold', 'Green']",Winter,Wool,Male,Mid-range,5.4,Streetwear
Oval,Formal,['Red'],Fall,Cotton,Female,Luxury,1.8,Glam
Hourglass,Business,"['Red', 'Black', 'Gold']",Spring,Silk,Female,Mid-range,1.5,Bohemian
Pear,Formal,"['Black', 'Silver']",Fall,Polyester,Unisex,Mid-range,3.5,Formal
Oval,Casual,"['Blue', 'Black', 'Neutral']",Fall,Silk,Female,Luxury,2.7,Formal
Oval,Party,['Green'],Fall,Cotton,Unisex,Mid-range,2.7,Streetwear
Oval,Casual,"['Black', 'Green']",Summer,Polyester,Male,Budget,4.0,Formal
Pear,Business,"['Red', 'Gold', 'Neutral']",Spring,Cotton,Female,Budget,6.0,Business Casual
Inverted Triangle,Wedding,"['Neutral', 'Green', 'Red']",Winter,Wool,Female,Luxury,5.9,Formal
Pear,Formal,"['Silver', 'White', 'Green']",Winter,Polyester,Unisex,Mid-range,9.4,Business Casual
Rectangle,Casual,"['Gold', 'White']",Summer,Cotton,Female,Budget,9.7,Bohemian
Hourglass,Formal,"['Blue', 'Neutral', 'Green']",Summer,Polyester,Male,Budget,6.2,Formal
Hourglass,Business,"['Blue', 'Green', 'Neutral']",Summer,Polyester,Female,Mid-range,4.6,Bohemian
Rectangle,Formal,"['Silver', 'Gold']",Spring,Cotton,Male,Budget,2.7,Formal
Rectangle,Casual,['Neutral'],Spring,Cotton,Female,Mid-range,2.1,Glam
Hourglass,Formal,['White'],Fall,Polyester,Unisex,Mid-range,9.3,Formal
Rectangle,Casual,"['White', 'Neutral', 'Silver']",Spring,Polyester,Female,Luxury,2.1,Bohemian
Oval,Formal,"['Red', 'White']",Fall,Cotton,Unisex,Luxury,3.4,Business Casual
Inverted Triangle,Formal,['Blue'],Winter,Polyester,Unisex,Mid-range,8.0,Glam
Pear,Casual,['White'],Winter,Wool,Female,Mid-range,2.4,Streetwear
Pear,Wedding,"['Silver', 'Gold']",Spring,Cotton,Male,Budget,8.4,Glam
Inverted Triangle,Casual,['Neutral'],Winter,Wool,Female,Budget,2.4,Formal
Rectangle,Formal,"['Gold', 'Blue', 'Neutral']",Summer,Polyester,Female,Budget,2.1,Business Casual
Hourglass,Party,['Neutral'],Spring,Silk,Unisex,Budget,1.2,Glam
Rectangle,Wedding,"['Silver', 'Black']",Summer,Cotton,Unisex,Luxury,6.1,Bohemian
Rectangle,Casual,"['White', 'Gold']",Summer,Cotton,Male,Budget,3.5,Business Casual
Hourglass,Casual,"['White', 'Neutral']",Summer,Silk,Female,Budget,9.8,Business Casual
Oval,Party,"['Black', 'White', 'Blue']",Winter,Wool,Male,Budget,9.2,Business Casual
Pear,Business,"['Red', 'Neutral']",Spring,Silk,Male,Luxury,7.5,Formal
Inverted Triangle,Casual,['Blue'],Summer,Silk,Male,Mid-range,4.5,Business Casual
Oval,Party,"['Black', 'Blue', 'Gold']",Fall,Silk,Unisex,Mid-range,1.7,Streetwear
Pear,Casual,"['Gold', 'Silver']",Spring,Polyester,Male,Budget,7.2,Glam
Oval,Wedding,"['Neutral', 'Blue']",Winter,Denim,Female,Luxury,1.3,Glam
Oval,Business,['Neutral'],Winter,Wool,Female,Luxury,8.2,Bohemian
Oval,Formal,"['Red', 'Green', 'Black']",Fall,Cotton,Female,Mid-range,5.6,Formal
Inverted Triangle,Party,"['Neutral', 'Red', 'Blue']",Fall,Cotton,Male,Budget,6.8,Formal
Pear,Wedding,"['Neutral', 'White']",Summer,Silk,Female,Budget,2.8,Streetwear
Rectangle,Casual,['Neutral'],Summer,Silk,Male,Mid-range,1.9,Glam
Oval,Casual,['Blue'],Winter,Denim,Female,Mid-range,9.4,Streetwear
Pear,Business,"['Neutral', 'Gold']",Spring,Cotton,Unisex,Budget,5.6,Glam
Pear,Business,['Gold'],Winter,Wool,Unisex,Mid-range,8.6,Glam
Oval,Party,"['Neutral', 'Green']",Winter,Polyester,Female,Luxury,4.8,Glam
Inverted Triangle,Formal,"['Gold', 'Green', 'Silver']",Winter,Denim,Male,Budget,1.8,Glam
Hourglass,Party,"['Green', 'White']",Spring,Silk,Unisex,Mid-range,1.7,Formal
Hourglass,Formal,['Red'],Summer,Silk,Male,Luxury,6.3,Business Casual
Pear,Casual,['Gold'],Spring,Silk,Female,Budget,7.9,Bohemian
Inverted Triangle,Casual,['Green'],Winter,Wool,Unisex,Luxury,8.0,Streetwear
Hourglass,Party,"['Silver', 'White']",Winter,Wool,Unisex,Mid-range,3.5,Streetwear
Pear,Party,['Gold'],Fall,Polyester,Unisex,Luxury,1.7,Formal
Oval,Casual,['Black'],Fall,Cotton,Female,Budget,8.3,Bohemian
Oval,Casual,"['Red', 'Gold', 'Green']",Summer,Cotton,Female,Mid-range,4.7,Bohemian
Pear,Business,"['Red', 'Gold']",Winter,Denim,Unisex,Luxury,6.6,Streetwear
Oval,Party,"['Black', 'Blue', 'Neutral']",Winter,Denim,Male,Mid-range,5.2,Streetwear
Rectangle,Business,"['Red', 'Silver', 'White']",Summer,Cotton,Male,Budget,5.2,Formal
Rectangle,Business,"['Green', 'Neutral']",Spring,Polyester,Unisex,Luxury,8.8,Business Casual
Inverted Triangle,Party,"['Gold', 'Green']",Spring,Cotton,Male,Budget,2.1,Business Casual
Pear,Business,['Neutral'],Winter,Wool,Female,Budget,3.6,Bohemian
Hourglass,Casual,"['White', 'Red', 'Blue']",Summer,Cotton,Unisex,Budget,9.0,Glam
Oval,Casual,"['Black', 'Gold', 'Blue']",Fall,Polyester,Unisex,Luxury,5.2,Business Casual
Oval,Casual,"['Green', 'Red']",Fall,Cotton,Male,Budget,3.4,Formal
Oval,Party,"['Silver', 'Gold', 'Black']",Summer,Cotton,Female,Luxury,7.5,Business Casual
Inverted Triangle,Casual,"['Black', 'Red']",Spring,Silk,Female,Budget,8.8,Bohemian
Rectangle,Party,['Neutral'],Winter,Wool,Male,Budget,4.2,Business Casual
Oval,Casual,"['Green', 'Red']",Fall,Silk,Male,Mid-range,1.3,Glam
Pear,Casual,"['Red', 'Gold', 'White']",Fall,Polyester,Male,Luxury,1.1,Formal
Oval,Casual,"['Black', 'Green', 'Blue']",Spring,Polyester,Unisex,Mid-range,4.4,Business Casual
Rectangle,Party,"['Red', 'White', 'Gold']",Winter,Wool,Unisex,Budget,6.0,Streetwear
Pear,Casual,['Silver'],Summer,Silk,Unisex,Mid-range,6.1,Business Casual
Inverted Triangle,Casual,"['Green', 'Gold']",Winter,Denim,Male,Luxury,9.3,Glam
Rectangle,Formal,"['Red', 'Black']",Summer,Polyester,Female,Mid-range,9.3,Glam
Rectangle,Casual,"['Neutral', 'Green']",Summer,Silk,Female,Luxury,5.9,Glam
Inverted Triangle,Formal,['Red'],Winter,Wool,Female,Luxury,4.3,Formal
Rectangle,Formal,"['Neutral', 'Blue']",Summer,Silk,Unisex,Mid-range,2.8,Business Casual
Inverted Triangle,Wedding,"['Silver', 'Blue', 'Green']",Fall,Silk,Unisex,Mid-range,1.6,Streetwear
Oval,Casual,"['Green', 'Red']",Fall,Cotton,Female,Mid-range,5.0,Streetwear
Oval,Wedding,['Blue'],Fall,Silk,Unisex,Budget,5.9,Glam
Rectangle,Casual,['Black'],Winter,Wool,Unisex,Budget,6.3,Streetwear
Hourglass,Party,"['Blue', 'Neutral']",Spring,Silk,Unisex,Luxury,6.7,Glam
Inverted Triangle,Business,"['Silver', 'Green']",Spring,Polyester,Male,Luxury,5.2,Glam
Inverted Triangle,Casual,"['Green', 'Blue', 'Black']",Spring,Silk,Unisex,Luxury,6.9,Business Casual
Hourglass,Party,"['White', 'Neutral', 'Gold']",Spring,Silk,Female,Mid-range,9.6,Business Casual
Oval,Casual,['Neutral'],Summer,Cotton,Unisex,Luxury,5.3,Streetwear
Rectangle,Wedding,"['Blue', 'Neutral', 'Green']",Spring,Polyester,Male,Mid-range,2.8,Streetwear
Oval,Casual,"['Gold', 'Blue']",Summer,Polyester,Male,Budget,8.5,Formal
Hourglass,Casual,"['Neutral', 'Blue']",Spring,Silk,Male,Budget,9.3,Glam
Rectangle,Casual,"['Neutral', 'Silver', 'Gold']",Winter,Wool,Unisex,Luxury,2.7,Bohemian
Inverted Triangle,Formal,['Red'],Fall,Silk,Female,Mid-range,6.9,Business Casual
Oval,Casual,"['Green', 'White']",Spring,Cotton,Unisex,Mid-range,8.5,Streetwear
Inverted Triangle,Casual,"['Neutral', 'Black']",Spring,Cotton,Unisex,Budget,3.5,Glam
Hourglass,Business,"['Neutral', 'Red', 'Black']",Winter,Wool,Female,Mid-range,1.9,Streetwear
Pear,Wedding,"['White', 'Blue']",Summer,Silk,Unisex,Mid-range,4.8,Business Casual
Pear,Business,"['Red', 'Blue', 'Neutral']",Fall,Silk,Male,Budget,5.6,Business Casual
Pear,Wedding,['White'],Spring,Cotton,Male,Budget,8.5,Business Casual
Oval,Formal,['Green'],Winter,Wool,Female,Budget,5.2,Glam
Inverted Triangle,Casual,"['Green', 'Blue', 'Black']",Winter,Wool,Male,Budget,3.2,Bohemian
Pear,Business,['Gold'],Spring,Silk,Female,Mid-range,7.8,Formal
Rectangle,Casual,['Blue'],Fall,Cotton,Male,Budget,6.8,Bohemian
Oval,Business,"['Silver', 'Gold']",Spring,Cotton,Female,Luxury,2.5,Bohemian
Oval,Casual,"['Black', 'White']",Winter,Denim,Female,Mid-range,4.3,Streetwear
Inverted Triangle,Party,['White'],Fall,Polyester,Male,Mid-range,2.4,Streetwear
Hourglass,Business,['Gold'],Winter,Polyester,Female,Mid-range,2.1,Glam
Hourglass,Party,"['Red', 'Blue']",Summer,Silk,Female,Budget,2.6,Formal
Inverted Triangle,Formal,['White'],Fall,Silk,Female,Budget,7.0,Formal
Inverted Triangle,Formal,"['Green', 'Silver', 'White']",Summer,Cotton,Male,Luxury,8.2,Glam
